Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	Node3	2	internal://	OutData	0	0	0	0
0.5	Node3	2	internal://	InNacks	0	0	0	0
0.5	Node3	2	internal://	OutNacks	0	0	0	0
0.5	Node3	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node3	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node3	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node3	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node3	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node3	-1	all	TimedOutInterests	0	0	0	0
0.5	Node4	1	internal://	InInterests	0	0	0	0
0.5	Node4	1	internal://	OutInterests	0	0	0	0
0.5	Node4	1	internal://	InData	0	0	0	0
0.5	Node4	1	internal://	OutData	0	0	0	0
0.5	Node4	1	internal://	InNacks	0	0	0	0
0.5	Node4	1	internal://	OutNacks	0	0	0	0
0.5	Node4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node4	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node4	2	internal://	InInterests	0	0	0	0
0.5	Node4	2	internal://	OutInterests	0	0	0	0
0.5	Node4	2	internal://	InData	0	0	0	0
0.5	Node4	2	internal://	OutData	0	0	0	0
0.5	Node4	2	internal://	InNacks	0	0	0	0
0.5	Node4	2	internal://	OutNacks	0	0	0	0
0.5	Node4	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node4	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node4	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node4	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node4	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node4	-1	all	TimedOutInterests	0	0	0	0
0.5	Node5	1	internal://	InInterests	0	0	0	0
0.5	Node5	1	internal://	OutInterests	0	0	0	0
0.5	Node5	1	internal://	InData	0	0	0	0
0.5	Node5	1	internal://	OutData	0	0	0	0
0.5	Node5	1	internal://	InNacks	0	0	0	0
0.5	Node5	1	internal://	OutNacks	0	0	0	0
0.5	Node5	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node5	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node5	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node5	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node5	2	internal://	InInterests	0	0	0	0
0.5	Node5	2	internal://	OutInterests	0	0	0	0
0.5	Node5	2	internal://	InData	0	0	0	0
0.5	Node5	2	internal://	OutData	0	0	0	0
0.5	Node5	2	internal://	InNacks	0	0	0	0
0.5	Node5	2	internal://	OutNacks	0	0	0	0
0.5	Node5	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node5	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node5	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node5	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node5	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node5	-1	all	TimedOutInterests	0	0	0	0
0.5	Node6	1	internal://	InInterests	0	0	0	0
0.5	Node6	1	internal://	OutInterests	0	0	0	0
0.5	Node6	1	internal://	InData	0	0	0	0
0.5	Node6	1	internal://	OutData	0	0	0	0
0.5	Node6	1	internal://	InNacks	0	0	0	0
0.5	Node6	1	internal://	OutNacks	0	0	0	0
0.5	Node6	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node6	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node6	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node6	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node6	2	internal://	InInterests	0	0	0	0
0.5	Node6	2	internal://	OutInterests	0	0	0	0
0.5	Node6	2	internal://	InData	0	0	0	0
0.5	Node6	2	internal://	OutData	0	0	0	0
0.5	Node6	2	internal://	InNacks	0	0	0	0
0.5	Node6	2	internal://	OutNacks	0	0	0	0
0.5	Node6	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node6	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node6	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node6	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node6	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node6	-1	all	TimedOutInterests	0	0	0	0
0.5	Node7	1	internal://	InInterests	0	0	0	0
0.5	Node7	1	internal://	OutInterests	0	0	0	0
0.5	Node7	1	internal://	InData	0	0	0	0
0.5	Node7	1	internal://	OutData	0	0	0	0
0.5	Node7	1	internal://	InNacks	0	0	0	0
0.5	Node7	1	internal://	OutNacks	0	0	0	0
0.5	Node7	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node7	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node7	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node7	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node7	2	internal://	InInterests	0	0	0	0
0.5	Node7	2	internal://	OutInterests	0	0	0	0
0.5	Node7	2	internal://	InData	0	0	0	0
0.5	Node7	2	internal://	OutData	0	0	0	0
0.5	Node7	2	internal://	InNacks	0	0	0	0
0.5	Node7	2	internal://	OutNacks	0	0	0	0
0.5	Node7	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node7	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node7	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node7	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node7	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node7	-1	all	TimedOutInterests	0	0	0	0
0.5	Node8	1	internal://	InInterests	0	0	0	0
0.5	Node8	1	internal://	OutInterests	0	0	0	0
0.5	Node8	1	internal://	InData	0	0	0	0
0.5	Node8	1	internal://	OutData	0	0	0	0
0.5	Node8	1	internal://	InNacks	0	0	0	0
0.5	Node8	1	internal://	OutNacks	0	0	0	0
0.5	Node8	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node8	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node8	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node8	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node8	2	internal://	InInterests	0	0	0	0
0.5	Node8	2	internal://	OutInterests	0	0	0	0
0.5	Node8	2	internal://	InData	0	0	0	0
0.5	Node8	2	internal://	OutData	0	0	0	0
0.5	Node8	2	internal://	InNacks	0	0	0	0
0.5	Node8	2	internal://	OutNacks	0	0	0	0
0.5	Node8	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node8	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node8	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node8	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node8	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node8	-1	all	TimedOutInterests	0	0	0	0
0.5	Node9	1	internal://	InInterests	0	0	0	0
0.5	Node9	1	internal://	OutInterests	0	0	0	0
0.5	Node9	1	internal://	InData	0	0	0	0
0.5	Node9	1	internal://	OutData	0	0	0	0
0.5	Node9	1	internal://	InNacks	0	0	0	0
0.5	Node9	1	internal://	OutNacks	0	0	0	0
0.5	Node9	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node9	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node9	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node9	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node9	2	internal://	InInterests	0	0	0	0
0.5	Node9	2	internal://	OutInterests	0	0	0	0
0.5	Node9	2	internal://	InData	0	0	0	0
0.5	Node9	2	internal://	OutData	0	0	0	0
0.5	Node9	2	internal://	InNacks	0	0	0	0
0.5	Node9	2	internal://	OutNacks	0	0	0	0
0.5	Node9	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node9	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node9	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node9	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node9	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node9	-1	all	TimedOutInterests	0	0	0	0
0.5	Node10	1	internal://	InInterests	0	0	0	0
0.5	Node10	1	internal://	OutInterests	0	0	0	0
0.5	Node10	1	internal://	InData	0	0	0	0
0.5	Node10	1	internal://	OutData	0	0	0	0
0.5	Node10	1	internal://	InNacks	0	0	0	0
0.5	Node10	1	internal://	OutNacks	0	0	0	0
0.5	Node10	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node10	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node10	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node10	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node10	2	internal://	InInterests	0	0	0	0
0.5	Node10	2	internal://	OutInterests	0	0	0	0
0.5	Node10	2	internal://	InData	0	0	0	0
0.5	Node10	2	internal://	OutData	0	0	0	0
0.5	Node10	2	internal://	InNacks	0	0	0	0
0.5	Node10	2	internal://	OutNacks	0	0	0	0
0.5	Node10	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node10	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node10	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node10	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node10	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node10	-1	all	TimedOutInterests	0	0	0	0
0.5	Node11	1	internal://	InInterests	0	0	0	0
0.5	Node11	1	internal://	OutInterests	0	0	0	0
0.5	Node11	1	internal://	InData	0	0	0	0
0.5	Node11	1	internal://	OutData	0	0	0	0
0.5	Node11	1	internal://	InNacks	0	0	0	0
0.5	Node11	1	internal://	OutNacks	0	0	0	0
0.5	Node11	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node11	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node11	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node11	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node11	2	internal://	InInterests	0	0	0	0
0.5	Node11	2	internal://	OutInterests	0	0	0	0
0.5	Node11	2	internal://	InData	0	0	0	0
0.5	Node11	2	internal://	OutData	0	0	0	0
0.5	Node11	2	internal://	InNacks	0	0	0	0
0.5	Node11	2	internal://	OutNacks	0	0	0	0
0.5	Node11	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node11	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node11	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node11	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node11	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node11	-1	all	TimedOutInterests	0	0	0	0
0.5	Node12	1	internal://	InInterests	0	0	0	0
0.5	Node12	1	internal://	OutInterests	0	0	0	0
0.5	Node12	1	internal://	InData	0	0	0	0
0.5	Node12	1	internal://	OutData	0	0	0	0
0.5	Node12	1	internal://	InNacks	0	0	0	0
0.5	Node12	1	internal://	OutNacks	0	0	0	0
0.5	Node12	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node12	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node12	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Node12	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node12	2	internal://	InInterests	0	0	0	0
0.5	Node12	2	internal://	OutInterests	0	0	0	0
0.5	Node12	2	internal://	InData	0	0	0	0
0.5	Node12	2	internal://	OutData	0	0	0	0
0.5	Node12	2	internal://	InNacks	0	0	0	0
0.5	Node12	2	internal://	OutNacks	0	0	0	0
0.5	Node12	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node12	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node12	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node12	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node12	256	internal://	InInterests	0	0	0	0
0.5	Node12	256	internal://	OutInterests	0	0	0	0
0.5	Node12	256	internal://	InData	0	0	0	0
0.5	Node12	256	internal://	OutData	0	0	0	0
0.5	Node12	256	internal://	InNacks	0	0	0	0
0.5	Node12	256	internal://	OutNacks	0	0	0	0
0.5	Node12	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node12	256	internal://	InTimedOutInterests	0	0	0	0
0.5	Node12	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node12	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	InInterests	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	OutInterests	3198.4	80.4375	1999	50.2734
0.5	Node12	257	netdev://[00:00:00:00:00:15]	InData	86.4	89.2313	54	55.7695
0.5	Node12	257	netdev://[00:00:00:00:00:15]	OutData	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	InNacks	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	OutNacks	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	InSatisfiedInterests	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	InTimedOutInterests	0	0	0	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	OutSatisfiedInterests	86.4	0	54	0
0.5	Node12	257	netdev://[00:00:00:00:00:15]	OutTimedOutInterests	0	0	0	0
0.5	Node12	258	appFace://	InInterests	3200	80.4375	2000	50.2734
0.5	Node12	258	appFace://	OutInterests	0	0	0	0
0.5	Node12	258	appFace://	InData	0	0	0	0
0.5	Node12	258	appFace://	OutData	86.4	89.2313	54	55.7695
0.5	Node12	258	appFace://	InNacks	0	0	0	0
0.5	Node12	258	appFace://	OutNacks	1.6	0	1	0
0.5	Node12	258	appFace://	InSatisfiedInterests	86.4	0	54	0
0.5	Node12	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	Node12	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	Node12	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	Node12	-1	all	SatisfiedInterests	89.6	0	56	0
0.5	Node12	-1	all	TimedOutInterests	1.6	0	1	0
0.5	Node13	1	internal://	InInterests	0	0	0	0
0.5	Node13	1	internal://	OutInterests	0	0	0	0
0.5	Node13	1	internal://	InData	0	0	0	0
0.5	Node13	1	internal://	OutData	0	0	0	0
0.5	Node13	1	internal://	InNacks	0	0	0	0
0.5	Node13	1	internal://	OutNacks	0	0	0	0
0.5	Node13	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node13	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node13	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node13	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node13	2	internal://	InInterests	0	0	0	0
0.5	Node13	2	internal://	OutInterests	0	0	0	0
0.5	Node13	2	internal://	InData	0	0	0	0
0.5	Node13	2	internal://	OutData	0	0	0	0
0.5	Node13	2	internal://	InNacks	0	0	0	0
0.5	Node13	2	internal://	OutNacks	0	0	0	0
0.5	Node13	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node13	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node13	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node13	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	InInterests	2860.8	71.9156	1788	44.9473
0.5	Node13	257	netdev://[00:00:00:00:00:16]	OutInterests	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	InData	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	OutData	88	90.8844	55	56.8027
0.5	Node13	257	netdev://[00:00:00:00:00:16]	InNacks	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	OutNacks	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	InSatisfiedInterests	88	0	55	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	InTimedOutInterests	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	OutSatisfiedInterests	0	0	0	0
0.5	Node13	257	netdev://[00:00:00:00:00:16]	OutTimedOutInterests	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	InInterests	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	OutInterests	2860.8	71.9156	1788	44.9473
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	InData	88	90.8844	55	56.8027
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	OutData	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	InNacks	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	OutNacks	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	InSatisfiedInterests	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	InTimedOutInterests	0	0	0	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	OutSatisfiedInterests	88	0	55	0
0.5	Node13	258	netdev://[00:00:00:00:00:3b]	OutTimedOutInterests	0	0	0	0
0.5	Node13	-1	all	SatisfiedInterests	89.6	0	56	0
0.5	Node13	-1	all	TimedOutInterests	0	0	0	0
0.5	Node14	1	internal://	InInterests	0	0	0	0
0.5	Node14	1	internal://	OutInterests	0	0	0	0
0.5	Node14	1	internal://	InData	0	0	0	0
0.5	Node14	1	internal://	OutData	0	0	0	0
0.5	Node14	1	internal://	InNacks	0	0	0	0
0.5	Node14	1	internal://	OutNacks	0	0	0	0
0.5	Node14	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node14	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node14	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node14	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node14	2	internal://	InInterests	0	0	0	0
0.5	Node14	2	internal://	OutInterests	0	0	0	0
0.5	Node14	2	internal://	InData	0	0	0	0
0.5	Node14	2	internal://	OutData	0	0	0	0
0.5	Node14	2	internal://	InNacks	0	0	0	0
0.5	Node14	2	internal://	OutNacks	0	0	0	0
0.5	Node14	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node14	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node14	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node14	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node14	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node14	-1	all	TimedOutInterests	0	0	0	0
0.5	Node15	1	internal://	InInterests	0	0	0	0
0.5	Node15	1	internal://	OutInterests	0	0	0	0
0.5	Node15	1	internal://	InData	0	0	0	0
0.5	Node15	1	internal://	OutData	0	0	0	0
0.5	Node15	1	internal://	InNacks	0	0	0	0
0.5	Node15	1	internal://	OutNacks	0	0	0	0
0.5	Node15	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node15	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node15	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node15	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node15	2	internal://	InInterests	0	0	0	0
0.5	Node15	2	internal://	OutInterests	0	0	0	0
0.5	Node15	2	internal://	InData	0	0	0	0
0.5	Node15	2	internal://	OutData	0	0	0	0
0.5	Node15	2	internal://	InNacks	0	0	0	0
0.5	Node15	2	internal://	OutNacks	0	0	0	0
0.5	Node15	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node15	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node15	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node15	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node15	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node15	-1	all	TimedOutInterests	0	0	0	0
0.5	Node16	1	internal://	InInterests	0	0	0	0
0.5	Node16	1	internal://	OutInterests	0	0	0	0
0.5	Node16	1	internal://	InData	0	0	0	0
0.5	Node16	1	internal://	OutData	0	0	0	0
0.5	Node16	1	internal://	InNacks	0	0	0	0
0.5	Node16	1	internal://	OutNacks	0	0	0	0
0.5	Node16	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node16	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node16	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	Node16	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node16	2	internal://	InInterests	0	0	0	0
0.5	Node16	2	internal://	OutInterests	0	0	0	0
0.5	Node16	2	internal://	InData	0	0	0	0
0.5	Node16	2	internal://	OutData	0	0	0	0
0.5	Node16	2	internal://	InNacks	0	0	0	0
0.5	Node16	2	internal://	OutNacks	0	0	0	0
0.5	Node16	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node16	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node16	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node16	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node16	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	Node16	-1	all	TimedOutInterests	0	0	0	0
0.5	Node17	1	internal://	InInterests	0	0	0	0
0.5	Node17	1	internal://	OutInterests	0	0	0	0
0.5	Node17	1	internal://	InData	0	0	0	0
0.5	Node17	1	internal://	OutData	0	0	0	0
0.5	Node17	1	internal://	InNacks	0	0	0	0
0.5	Node17	1	internal://	OutNacks	0	0	0	0
0.5	Node17	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node17	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node17	1	internal://	OutSatisfiedInterests	12.8	0	8	0
0.5	Node17	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node17	2	internal://	InInterests	0	0	0	0
0.5	Node17	2	internal://	OutInterests	0	0	0	0
0.5	Node17	2	internal://	InData	0	0	0	0
0.5	Node17	2	internal://	OutData	0	0	0	0
0.5	Node17	2	internal://	InNacks	0	0	0	0
0.5	Node17	2	internal://	OutNacks	0	0	0	0
0.5	Node17	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	Node17	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node17	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node17	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node17	256	internal://	InInterests	0	0	0	0
0.5	Node17	256	internal://	OutInterests	0	0	0	0
0.5	Node17	256	internal://	InData	0	0	0	0
0.5	Node17	256	internal://	OutData	0	0	0	0
0.5	Node17	256	internal://	InNacks	0	0	0	0
0.5	Node17	256	internal://	OutNacks	0	0	0	0
0.5	Node17	256	internal://	InSatisfiedInterests	11.2	0	7	0
0.5	Node17	256	internal://	InTimedOutInterests	0	0	0	0
